https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1624406400000,2021-06-23 00:00:00,ETH/USDT,1879.29000000,2045.00000000,1821.95000000,1968.14000000,918612.30494000,1817518228.91007080,1141790
1624320000000,2021-06-22 00:00:00,ETH/USDT,1885.27000000,1998.00000000,1700.48000000,1879.28000000,1695338.08052000,3158928001.13114460,1856357
1624233600000,2021-06-21 00:00:00,ETH/USDT,2243.49000000,2260.16000000,1865.54000000,1885.49000000,1629819.66576000,3252129521.67750420,2014010
1624147200000,2021-06-20 00:00:00,ETH/USDT,2165.34000000,2280.01000000,2040.68000000,2243.47000000,743883.64741000,1599009750.52690320,1035537
1624060800000,2021-06-19 00:00:00,ETH/USDT,2234.09000000,2278.82000000,2161.67000000,2164.67000000,496872.24997000,1104923869.41859910,763820
1623974400000,2021-06-18 00:00:00,ETH/USDT,2373.28000000,2378.00000000,2139.00000000,2234.09000000,778905.20197000,1758827532.88334170,1067542
1623888000000,2021-06-17 00:00:00,ETH/USDT,2368.02000000,2460.50000000,2306.00000000,2373.28000000,560667.58566000,1338389545.00148260,961448
1623801600000,2021-06-16 00:00:00,ETH/USDT,2543.55000000,2556.19000000,2351.18000000,2367.89000000,624741.78358000,1533734359.41300690,896073
1623715200000,2021-06-15 00:00:00,ETH/USDT,2580.58000000,2640.00000000,2507.70000000,2543.54000000,599826.64933000,1548303436.06276510,1044834
1623628800000,2021-06-14 00:00:00,ETH/USDT,2509.33000000,2609.17000000,2461.00000000,2580.77000000,684183.55622000,1730260219.13381020,1118498
1623542400000,2021-06-13 00:00:00,ETH/USDT,2370.64000000,2548.41000000,2308.41000000,2509.33000000,715948.75986000,1724097564.33430690,1217504
1623456000000,2021-06-12 00:00:00,ETH/USDT,2354.09000000,2454.53000000,2256.22000000,2370.74000000,767439.49840000,1807036943.99862450,1127302
1623369600000,2021-06-11 00:00:00,ETH/USDT,2471.01000000,2497.99000000,2321.37000000,2354.01000000,587364.27358000,1424975261.80772060,885172
1623283200000,2021-06-10 00:00:00,ETH/USDT,2610.20000000,2624.46000000,2425.11000000,2471.09000000,741237.49926000,1874571746.43544430,978237
1623196800000,2021-06-09 00:00:00,ETH/USDT,2507.43000000,2626.63000000,2405.28000000,2610.18000000,1276718.24011000,3223323188.07037870,1763686
1623110400000,2021-06-08 00:00:00,ETH/USDT,2592.05000000,2620.99000000,2304.91000000,2507.23000000,1693747.42759000,4201646662.88173420,2128256
1623024000000,2021-06-07 00:00:00,ETH/USDT,2711.92000000,2847.55000000,2570.00000000,2592.05000000,1152128.07856000,3149245176.91126330,1926275
1622937600000,2021-06-06 00:00:00,ETH/USDT,2627.63000000,2745.00000000,2614.00000000,2711.92000000,673792.69369000,1814112037.53351020,1336460
1622851200000,2021-06-05 00:00:00,ETH/USDT,2689.54000000,2816.87000000,2552.23000000,2627.73000000,961824.12413000,2575726370.43085890,1670498
1622764800000,2021-06-04 00:00:00,ETH/USDT,2857.25000000,2860.00000000,2552.00000000,2689.51000000,1188314.11191000,3175186750.49087600,1775946
1622678400000,2021-06-03 00:00:00,ETH/USDT,2706.21000000,2891.95000000,2662.40000000,2857.25000000,1024290.89423000,2874856613.49024370,1620340
1622592000000,2021-06-02 00:00:00,ETH/USDT,2634.31000000,2802.99000000,2550.00000000,2706.22000000,970070.53563000,2616566301.62878750,1349232
1622505600000,2021-06-01 00:00:00,ETH/USDT,2706.15000000,2740.00000000,2523.74000000,2634.57000000,1179577.10806000,3081355010.95345160,1790186
1622419200000,2021-05-31 00:00:00,ETH/USDT,2385.82000000,2720.00000000,2271.44000000,2706.15000000,1307958.04068000,3277131772.13407020,1849177
1622332800000,2021-05-30 00:00:00,ETH/USDT,2278.74000000,2476.42000000,2180.53000000,2385.98000000,1151113.19883000,2726606138.63171710,1519005
1622246400000,2021-05-29 00:00:00,ETH/USDT,2412.34000000,2574.27000000,2204.10000000,2278.74000000,1379427.18851000,3288804154.83187110,1887733
1622160000000,2021-05-28 00:00:00,ETH/USDT,2742.23000000,2762.45000000,2327.38000000,2412.10000000,1554584.61362000,3934662309.04442250,2184249
1622073600000,2021-05-27 00:00:00,ETH/USDT,2884.82000000,2889.74000000,2633.68000000,2742.23000000,1099029.91206000,3033719144.34021290,1732113
1621987200000,2021-05-26 00:00:00,ETH/USDT,2705.10000000,2910.00000000,2643.00000000,2884.94000000,1583799.59251000,4416389128.58148030,2726537
1621900800000,2021-05-25 00:00:00,ETH/USDT,2647.92000000,2750.00000000,2378.54000000,2705.11000000,2115349.50445000,5442737549.40125950,2976859
1621814400000,2021-05-24 00:00:00,ETH/USDT,2096.63000000,2675.00000000,2079.94000000,2648.43000000,2186632.92245000,5180244966.72123050,3299296
1621728000000,2021-05-23 00:00:00,ETH/USDT,2295.45000000,2381.57000000,1728.74000000,2096.39000000,2914548.73125000,5907260139.54496040,3761018
1621641600000,2021-05-22 00:00:00,ETH/USDT,2430.98000000,2485.00000000,2145.00000000,2294.87000000,1684318.01157000,3934313840.47072720,2484734
1621555200000,2021-05-21 00:00:00,ETH/USDT,2767.87000000,2938.54000000,2101.00000000,2430.98000000,2727031.93514000,6898701128.84112870,3676164
1621468800000,2021-05-20 00:00:00,ETH/USDT,2438.92000000,2990.05000000,2155.00000000,2768.62000000,2942777.93010000,7750201898.66744090,4243052
1621382400000,2021-05-19 00:00:00,ETH/USDT,3375.08000000,3441.73000000,1888.00000000,2438.92000000,4309836.31939000,11641524166.98745910,5548968
1621296000000,2021-05-18 00:00:00,ETH/USDT,3282.25000000,3565.71000000,3240.00000000,3375.07000000,1287110.84143000,4392873871.82242700,2143887
1621209600000,2021-05-17 00:00:00,ETH/USDT,3581.81000000,3587.06000000,3102.00000000,3282.51000000,1904012.43998000,6401071580.73482600,2885352
1621123200000,2021-05-16 00:00:00,ETH/USDT,3646.24000000,3879.00000000,3343.06000000,3582.10000000,1324065.65875000,4788918304.49799650,2532983
1621036800000,2021-05-15 00:00:00,ETH/USDT,4075.02000000,4134.05000000,3632.00000000,3646.68000000,1039174.88082000,4030586492.96493760,2055345
1620950400000,2021-05-14 00:00:00,ETH/USDT,3717.92000000,4173.28000000,3691.35000000,4075.01000000,1153390.42631000,4569415542.24788800,2227244
1620864000000,2021-05-13 00:00:00,ETH/USDT,3810.15000000,4034.77000000,3500.00000000,3717.91000000,2068708.17427000,7846531159.41968720,3943562
1620777600000,2021-05-12 00:00:00,ETH/USDT,4173.46000000,4372.72000000,3701.58000000,3823.21000000,1601842.74017000,6673102683.97424080,3188941
1620691200000,2021-05-11 00:00:00,ETH/USDT,3946.63000000,4180.22000000,3771.64000000,4173.45000000,1095927.10403000,4350260231.58878710,2290977
1620604800000,2021-05-10 00:00:00,ETH/USDT,3923.95000000,4208.00000000,3650.00000000,3945.88000000,1505897.92612000,6079977785.41138740,3033133
1620518400000,2021-05-09 00:00:00,ETH/USDT,3910.26000000,3983.65000000,3726.08000000,3923.95000000,1000401.00820000,3885039042.66370740,2289303
1620432000000,2021-05-08 00:00:00,ETH/USDT,3479.79000000,3958.33000000,3449.27000000,3910.26000000,1130467.54852000,4170897763.92239390,2146967
1620345600000,2021-05-07 00:00:00,ETH/USDT,3489.74000000,3587.00000000,3353.23000000,3479.53000000,760544.64781000,2641740668.46964650,1382532
1620259200000,2021-05-06 00:00:00,ETH/USDT,3524.33000000,3605.40000000,3376.47000000,3489.73000000,920592.57706000,3213427394.77726540,1703109
1620172800000,2021-05-05 00:00:00,ETH/USDT,3239.01000000,3549.34000000,3200.23000000,3524.26000000,1174816.73588000,3955994776.90115780,2224441
1620086400000,2021-05-04 00:00:00,ETH/USDT,3431.04000000,3527.00000000,3160.00000000,3239.01000000,1826039.38558000,6103102520.70946180,3634236
1620000000000,2021-05-03 00:00:00,ETH/USDT,2949.33000000,3454.00000000,2949.32000000,3431.04000000,1329088.06280000,4243786480.41515130,2502746
1619913600000,2021-05-02 00:00:00,ETH/USDT,2944.83000000,2985.00000000,2852.26000000,2949.56000000,571982.54450000,1672310882.24470070,1132280
1619827200000,2021-05-01 00:00:00,ETH/USDT,2772.42000000,2954.28000000,2743.41000000,2944.77000000,690260.07741000,1979833188.06520470,1437394
1619740800000,2021-04-30 00:00:00,ETH/USDT,2757.04000000,2798.30000000,2723.09000000,2772.42000000,695339.20482000,1917297701.09952250,1382521
1619654400000,2021-04-29 00:00:00,ETH/USDT,2748.23000000,2798.00000000,2668.00000000,2757.04000000,863890.01069000,2366133509.25480070,1379738
1619568000000,2021-04-28 00:00:00,ETH/USDT,2666.13000000,2760.00000000,2559.44000000,2748.24000000,999383.18520000,2673547154.20087140,1587100
1619481600000,2021-04-27 00:00:00,ETH/USDT,2532.06000000,2680.00000000,2480.29000000,2666.13000000,771728.46451000,1995139023.61483670,1255607
1619395200000,2021-04-26 00:00:00,ETH/USDT,2320.44000000,2542.80000000,2303.64000000,2532.60000000,1076469.01367000,2652330344.66202370,1852607
1619308800000,2021-04-25 00:00:00,ETH/USDT,2214.08000000,2356.64000000,2168.00000000,2320.49000000,857517.38218000,1948978895.46515520,1307545
1619222400000,2021-04-24 00:00:00,ETH/USDT,2367.39000000,2368.74000000,2154.80000000,2213.35000000,997688.94623000,2246912953.27178130,1275474
1619136000000,2021-04-23 00:00:00,ETH/USDT,2397.94000000,2442.89000000,2107.00000000,2367.39000000,2532242.44185000,5719925451.74555810,2790382
1619049600000,2021-04-22 00:00:00,ETH/USDT,2357.06000000,2644.47000000,2303.44000000,2397.94000000,2220753.09746000,5508778905.78141780,3110597
1618963200000,2021-04-21 00:00:00,ETH/USDT,2330.26000000,2469.54000000,2235.16000000,2357.06000000,1177885.86170000,2771995884.03614840,1905822
1618876800000,2021-04-20 00:00:00,ETH/USDT,2161.12000000,2346.62000000,2055.00000000,2330.03000000,992240.80900000,2181209665.22593570,1478664
1618790400000,2021-04-19 00:00:00,ETH/USDT,2235.65000000,2300.00000000,2080.00000000,2161.12000000,820592.26555000,1800575928.10749440,1411498
1618704000000,2021-04-18 00:00:00,ETH/USDT,2317.65000000,2340.00000000,1946.80000000,2235.64000000,1475383.69204000,3190809322.51046110,2113566
1618617600000,2021-04-17 00:00:00,ETH/USDT,2422.38000000,2495.00000000,2310.00000000,2317.60000000,624232.25568000,1504895144.91223430,1242299
1618531200000,2021-04-16 00:00:00,ETH/USDT,2514.04000000,2548.29000000,2300.00000000,2422.67000000,999163.75205000,2418566593.04737460,1679215
1618444800000,2021-04-15 00:00:00,ETH/USDT,2432.59000000,2543.47000000,2400.00000000,2514.04000000,681950.96645000,1680063463.60112070,1462768
1618358400000,2021-04-14 00:00:00,ETH/USDT,2299.19000000,2447.29000000,2281.33000000,2432.60000000,972931.60866000,2294753430.62740700,1554097
1618272000000,2021-04-13 00:00:00,ETH/USDT,2137.86000000,2318.00000000,2135.53000000,2299.19000000,782608.62090000,1745821661.49661390,1288668
1618185600000,2021-04-12 00:00:00,ETH/USDT,2151.42000000,2203.46000000,2102.00000000,2137.69000000,579093.35694000,1244982956.77003100,914567
1618099200000,2021-04-11 00:00:00,ETH/USDT,2133.49000000,2165.02000000,2113.40000000,2151.36000000,392265.50773000,839653140.94059150,830771
1618012800000,2021-04-10 00:00:00,ETH/USDT,2067.19000000,2200.00000000,2058.00000000,2133.49000000,655458.20894000,1405364881.85831330,1175161
1617926400000,2021-04-09 00:00:00,ETH/USDT,2080.39000000,2100.00000000,2047.57000000,2066.87000000,426387.43790000,885134116.02290660,645172
1617840000000,2021-04-08 00:00:00,ETH/USDT,1963.46000000,2084.61000000,1947.35000000,2080.46000000,501355.99800000,1015796231.01188220,911403
1617753600000,2021-04-07 00:00:00,ETH/USDT,2112.22000000,2129.01000000,1930.01000000,1963.47000000,892984.90422000,1798606574.05355710,1229155
1617667200000,2021-04-06 00:00:00,ETH/USDT,2107.43000000,2151.00000000,2044.65000000,2112.21000000,673386.05575000,1420490813.03905580,1106761
1617580800000,2021-04-05 00:00:00,ETH/USDT,2075.70000000,2130.64000000,2002.15000000,2107.38000000,684923.61494000,1419084945.81378910,947978
1617494400000,2021-04-04 00:00:00,ETH/USDT,2008.59000000,2091.83000000,1975.24000000,2075.69000000,514345.76554000,1050448906.44240220,818926
1617408000000,2021-04-03 00:00:00,ETH/USDT,2133.69000000,2138.12000000,1996.30000000,2008.52000000,770176.32192000,1601516390.59711510,1107620
1617321600000,2021-04-02 00:00:00,ETH/USDT,1968.05000000,2146.00000000,1948.48000000,2133.69000000,846197.93215000,1719752062.51672840,1218698
1617235200000,2021-04-01 00:00:00,ETH/USDT,1919.37000000,1984.77000000,1885.02000000,1968.05000000,741585.07266000,1438751530.78722940,994836
1617148800000,2021-03-31 00:00:00,ETH/USDT,1840.41000000,1947.29000000,1768.15000000,1919.37000000,746995.85910000,1387448329.86186770,1040362
1617062400000,2021-03-30 00:00:00,ETH/USDT,1816.76000000,1859.13000000,1786.30000000,1840.46000000,568842.00526000,1039262033.38675560,856093
1616976000000,2021-03-29 00:00:00,ETH/USDT,1687.16000000,1841.00000000,1677.85000000,1816.74000000,647724.46387000,1148231088.81158730,846836
1616889600000,2021-03-28 00:00:00,ETH/USDT,1712.52000000,1725.66000000,1661.40000000,1687.01000000,348895.51314000,592836644.59933920,512231
1616803200000,2021-03-27 00:00:00,ETH/USDT,1698.84000000,1732.67000000,1666.41000000,1712.63000000,443845.49957000,753555521.64465620,516929
1616716800000,2021-03-26 00:00:00,ETH/USDT,1585.83000000,1699.93000000,1585.79000000,1698.84000000,515470.92907000,844707873.91477140,650812
1616630400000,2021-03-25 00:00:00,ETH/USDT,1581.88000000,1622.00000000,1549.40000000,1585.74000000,701697.00258000,1115502879.62915160,778215
1616544000000,2021-03-24 00:00:00,ETH/USDT,1668.20000000,1740.86000000,1536.92000000,1581.84000000,753834.52393000,1251031751.15638120,994542
1616457600000,2021-03-23 00:00:00,ETH/USDT,1681.17000000,1721.17000000,1650.00000000,1668.08000000,577213.99589000,975522491.06404260,654415
1616371200000,2021-03-22 00:00:00,ETH/USDT,1783.23000000,1807.51000000,1655.15000000,1680.97000000,582727.49081000,1019780398.78218940,879976
1616284800000,2021-03-21 00:00:00,ETH/USDT,1806.57000000,1817.16000000,1747.00000000,1782.98000000,465953.98749000,830951276.51307660,748800
1616198400000,2021-03-20 00:00:00,ETH/USDT,1809.01000000,1868.83000000,1800.86000000,1806.10000000,451556.10639000,828404987.65277420,743672
1616112000000,2021-03-19 00:00:00,ETH/USDT,1775.92000000,1840.61000000,1733.47000000,1809.10000000,500258.42875000,901801564.20232610,703977
1616025600000,2021-03-18 00:00:00,ETH/USDT,1823.58000000,1850.00000000,1759.04000000,1776.08000000,603721.61056000,1092346826.55369030,783517
1615939200000,2021-03-17 00:00:00,ETH/USDT,1805.01000000,1838.88000000,1741.18000000,1823.58000000,658349.44843000,1177718486.96461370,872416
1615852800000,2021-03-16 00:00:00,ETH/USDT,1793.99000000,1819.50000000,1711.68000000,1805.12000000,764993.40147000,1360127229.78991600,987906
1615766400000,2021-03-15 00:00:00,ETH/USDT,1848.10000000,1891.76000000,1730.00000000,1793.48000000,1025326.79658000,1842608872.76306020,1496415
1615680000000,2021-03-14 00:00:00,ETH/USDT,1922.35000000,1933.10000000,1836.00000000,1848.10000000,637963.63627000,1200354205.60335700,963564
1615593600000,2021-03-13 00:00:00,ETH/USDT,1766.13000000,1944.30000000,1727.75000000,1922.35000000,926283.22642000,1718553131.96147330,1265904
1615507200000,2021-03-12 00:00:00,ETH/USDT,1825.78000000,1841.88000000,1719.72000000,1766.10000000,869564.63610000,1542873062.42010170,1126153
1615420800000,2021-03-11 00:00:00,ETH/USDT,1795.28000000,1846.70000000,1725.00000000,1825.78000000,909011.49610000,1627027458.08879630,1023958
1615334400000,2021-03-10 00:00:00,ETH/USDT,1870.50000000,1877.69000000,1757.00000000,1795.12000000,937230.62831000,1706230875.26766380,1098051
1615248000000,2021-03-09 00:00:00,ETH/USDT,1833.22000000,1870.77000000,1798.20000000,1870.51000000,857229.47855000,1570286249.45090050,1196670
1615161600000,2021-03-08 00:00:00,ETH/USDT,1726.46000000,1843.59000000,1664.96000000,1833.18000000,1149711.39987000,1995142128.64813450,1407402
1615075200000,2021-03-07 00:00:00,ETH/USDT,1650.68000000,1734.16000000,1630.35000000,1726.16000000,848470.78136000,1414988218.19354000,1166072
1614988800000,2021-03-06 00:00:00,ETH/USDT,1528.08000000,1671.58000000,1513.03000000,1650.35000000,1013300.93928000,1611851701.82401670,1188531
1614902400000,2021-03-05 00:00:00,ETH/USDT,1539.22000000,1548.96000000,1441.66000000,1528.31000000,910786.28976000,1355798089.27269910,1000913
1614816000000,2021-03-04 00:00:00,ETH/USDT,1567.68000000,1624.87000000,1506.36000000,1539.23000000,946365.67088000,1476463517.98648710,1125118
1614729600000,2021-03-03 00:00:00,ETH/USDT,1486.79000000,1656.94000000,1475.47000000,1567.69000000,1054846.31471000,1676300215.04583230,1237215
1614643200000,2021-03-02 00:00:00,ETH/USDT,1570.00000000,1602.90000000,1455.52000000,1486.78000000,1061142.38743000,1627312282.62352900,966176
1614556800000,2021-03-01 00:00:00,ETH/USDT,1418.67000000,1572.00000000,1409.91000000,1569.86000000,1094695.17839000,1642627276.31055880,989006
1614470400000,2021-02-28 00:00:00,ETH/USDT,1458.27000000,1468.75000000,1293.18000000,1419.18000000,1410207.56284000,1929140046.64625870,1190546
1614384000000,2021-02-27 00:00:00,ETH/USDT,1444.56000000,1529.00000000,1425.00000000,1458.13000000,927423.04750000,1375946816.33254320,954919
1614297600000,2021-02-26 00:00:00,ETH/USDT,1482.08000000,1562.25000000,1400.00000000,1444.59000000,1355973.29378000,2004016547.11119290,1298739
1614211200000,2021-02-25 00:00:00,ETH/USDT,1623.16000000,1671.59000000,1459.16000000,1481.75000000,1032670.79409000,1650582276.87186390,1110019
1614124800000,2021-02-24 00:00:00,ETH/USDT,1577.79000000,1712.70000000,1500.20000000,1623.39000000,1384388.81727000,2261264845.46507440,1319936
1614038400000,2021-02-23 00:00:00,ETH/USDT,1777.42000000,1782.39000000,1355.00000000,1577.89000000,2547837.82068000,3931407907.53427650,2396626
1613952000000,2021-02-22 00:00:00,ETH/USDT,1933.54000000,1936.29000000,1551.00000000,1777.58000000,1807244.98099000,3200483176.97958480,1799926
1613865600000,2021-02-21 00:00:00,ETH/USDT,1912.90000000,1976.31000000,1883.01000000,1933.53000000,756568.19743000,1467970937.28507250,895138
1613779200000,2021-02-20 00:00:00,ETH/USDT,1955.46000000,2042.34000000,1803.14000000,1913.00000000,1261315.81279000,2493836246.48714560,1329067
1613692800000,2021-02-19 00:00:00,ETH/USDT,1938.91000000,1972.82000000,1891.00000000,1955.00000000,793404.41150000,1533991632.12954610,988320
1613606400000,2021-02-18 00:00:00,ETH/USDT,1849.70000000,1950.50000000,1849.69000000,1939.61000000,937227.10191000,1787383532.10237610,1053661
1613520000000,2021-02-17 00:00:00,ETH/USDT,1781.99000000,1855.00000000,1733.01000000,1849.88000000,795711.63311000,1437546812.97183170,862461
1613433600000,2021-02-16 00:00:00,ETH/USDT,1779.33000000,1827.28000000,1724.00000000,1781.99000000,817493.47513000,1455884891.92438010,826125
1613347200000,2021-02-15 00:00:00,ETH/USDT,1800.03000000,1835.72000000,1655.67000000,1779.25000000,1053474.57879000,1860338371.89740780,1086589
1613260800000,2021-02-14 00:00:00,ETH/USDT,1815.25000000,1850.00000000,1784.11000000,1800.42000000,675261.77873000,1230043295.03428380,714827
1613174400000,2021-02-13 00:00:00,ETH/USDT,1840.24000000,1871.72000000,1765.00000000,1814.96000000,767589.07285000,1395594093.28399760,853189
1613088000000,2021-02-12 00:00:00,ETH/USDT,1785.83000000,1864.88000000,1739.88000000,1840.26000000,909600.20653000,1635426867.77409270,996495
1613001600000,2021-02-11 00:00:00,ETH/USDT,1740.76000000,1819.00000000,1703.44000000,1785.62000000,735079.82699000,1301681871.56326880,935602
1612915200000,2021-02-10 00:00:00,ETH/USDT,1769.14000000,1837.86000000,1680.00000000,1740.78000000,1219932.25474000,2149076144.40765770,1279140
1612828800000,2021-02-09 00:00:00,ETH/USDT,1749.68000000,1821.88000000,1708.49000000,1769.13000000,1185071.89593000,2080818891.69890500,1173421
1612742400000,2021-02-08 00:00:00,ETH/USDT,1611.46000000,1775.57000000,1563.89000000,1750.15000000,1339777.09536000,2255426926.01997780,1372788
1612656000000,2021-02-07 00:00:00,ETH/USDT,1676.35000000,1693.00000000,1490.46000000,1611.62000000,1281734.86814000,2044371589.02327640,1263737
1612569600000,2021-02-06 00:00:00,ETH/USDT,1718.95000000,1743.67000000,1642.94000000,1676.35000000,1149808.33101000,1940057857.94389820,1152167
1612483200000,2021-02-05 00:00:00,ETH/USDT,1595.53000000,1760.49000000,1591.00000000,1719.19000000,1194123.29946000,2011685911.16688670,1326415
1612396800000,2021-02-04 00:00:00,ETH/USDT,1664.67000000,1695.20000000,1554.44000000,1595.67000000,1646502.32962000,2693099602.27560810,1507993
1612310400000,2021-02-03 00:00:00,ETH/USDT,1511.93000000,1669.35000000,1508.39000000,1664.49000000,1535869.88801000,2418887041.58756150,1384979
1612224000000,2021-02-02 00:00:00,ETH/USDT,1374.09000000,1547.90000000,1360.28000000,1511.87000000,1944227.99878000,2821617332.39978510,1614541
1612137600000,2021-02-01 00:00:00,ETH/USDT,1312.45000000,1377.99000000,1269.99000000,1374.17000000,1096397.91862000,1449463766.72379510,915584
1612051200000,2021-01-31 00:00:00,ETH/USDT,1378.04000000,1380.74000000,1281.12000000,1312.55000000,958704.85571000,1276842259.97134880,828176
1611964800000,2021-01-30 00:00:00,ETH/USDT,1379.56000000,1406.00000000,1326.41000000,1378.05000000,1040042.23630000,1414231402.54388340,1013174
1611878400000,2021-01-29 00:00:00,ETH/USDT,1329.44000000,1436.90000000,1285.35000000,1379.50000000,2253963.18682000,3077996801.23176560,1714076
1611792000000,2021-01-28 00:00:00,ETH/USDT,1238.93000000,1360.00000000,1217.23000000,1329.69000000,1365269.71962000,1790490878.19379420,1275024
1611705600000,2021-01-27 00:00:00,ETH/USDT,1366.54000000,1373.90000000,1207.00000000,1239.03000000,2009772.08358000,2554649901.07484460,1737296
1611619200000,2021-01-26 00:00:00,ETH/USDT,1317.60000000,1378.49000000,1244.56000000,1365.97000000,1682923.65799000,2216751668.39271260,1423178
1611532800000,2021-01-25 00:00:00,ETH/USDT,1392.19000000,1475.00000000,1293.69000000,1317.88000000,1885441.31289000,2644267236.89718770,1661512
1611446400000,2021-01-24 00:00:00,ETH/USDT,1233.46000000,1398.83000000,1220.00000000,1392.51000000,1510879.53817000,1996765627.54051920,1313986
1611360000000,2021-01-23 00:00:00,ETH/USDT,1232.61000000,1272.44000000,1195.90000000,1233.60000000,1009545.08258000,1250575691.76273060,932871
1611273600000,2021-01-22 00:00:00,ETH/USDT,1111.98000000,1273.79000000,1042.31000000,1232.62000000,2020593.21673000,2360267831.31755460,1652010
1611187200000,2021-01-21 00:00:00,ETH/USDT,1376.72000000,1390.00000000,1086.00000000,1110.96000000,2254164.80365000,2787012514.78097050,1823458
1611100800000,2021-01-20 00:00:00,ETH/USDT,1365.36000000,1407.93000000,1235.42000000,1376.99000000,2219137.62144000,2931656296.46700050,1852253
1611014400000,2021-01-19 00:00:00,ETH/USDT,1258.52000000,1438.30000000,1251.49000000,1365.36000000,2278852.55758000,3120980923.93030880,1840481
1610928000000,2021-01-18 00:00:00,ETH/USDT,1232.50000000,1260.75000000,1182.58000000,1258.45000000,998050.11073000,1223628040.73726070,940604
1610841600000,2021-01-17 00:00:00,ETH/USDT,1227.83000000,1269.02000000,1165.00000000,1232.45000000,1317285.00579000,1606424364.49704180,1121278
1610755200000,2021-01-16 00:00:00,ETH/USDT,1168.48000000,1298.00000000,1151.77000000,1227.83000000,1575384.43797000,1927453174.61179310,1252473
1610668800000,2021-01-15 00:00:00,ETH/USDT,1231.89000000,1256.98000000,1069.42000000,1168.53000000,1944038.83738000,2302781118.95873940,1519266
1610582400000,2021-01-14 00:00:00,ETH/USDT,1129.79000000,1247.55000000,1086.70000000,1231.62000000,1555737.38556000,1825860914.17379550,1255769
1610496000000,2021-01-13 00:00:00,ETH/USDT,1050.36000000,1137.65000000,987.48000000,1129.89000000,1564202.39081000,1664178969.07380440,1123983
1610409600000,2021-01-12 00:00:00,ETH/USDT,1087.00000000,1150.02000000,1006.33000000,1050.16000000,2302645.34052000,2491067092.51012720,1516625
1610323200000,2021-01-11 00:00:00,ETH/USDT,1254.24000000,1260.00000000,915.00000000,1087.01000000,4068784.65678000,4290593989.58017690,2557613
1610236800000,2021-01-10 00:00:00,ETH/USDT,1276.00000000,1348.33000000,1170.00000000,1254.25000000,1951179.35003000,2517791852.40776210,1437486
1610150400000,2021-01-09 00:00:00,ETH/USDT,1216.72000000,1304.37000000,1171.36000000,1276.00000000,1448871.11514000,1780137376.41646950,1131871
1610064000000,2021-01-08 00:00:00,ETH/USDT,1224.86000000,1273.75000000,1065.00000000,1216.93000000,2131172.92341000,2543427452.58012550,1718817
1609977600000,2021-01-07 00:00:00,ETH/USDT,1208.75000000,1289.00000000,1131.00000000,1224.87000000,1972922.82059000,2406219891.36853430,1402699
1609891200000,2021-01-06 00:00:00,ETH/USDT,1100.16000000,1213.00000000,1057.26000000,1208.42000000,2390136.59334000,2725262121.28851310,1600888
1609804800000,2021-01-05 00:00:00,ETH/USDT,1041.45000000,1134.60000000,974.45000000,1099.56000000,2706995.67525000,2857050280.00814230,1960503
1609718400000,2021-01-04 00:00:00,ETH/USDT,978.33000000,1162.97000000,890.00000000,1041.43000000,4245010.94004000,4303634203.21959870,2477862
1609632000000,2021-01-03 00:00:00,ETH/USDT,774.44000000,1011.07000000,768.71000000,978.28000000,2813603.88615000,2522411859.73160970,1636501
1609545600000,2021-01-02 00:00:00,ETH/USDT,728.91000000,787.69000000,714.91000000,774.56000000,1352618.57668000,1024472182.61208700,824134
1609459200000,2021-01-01 00:00:00,ETH/USDT,736.42000000,749.00000000,714.29000000,728.91000000,675114.09329000,496072043.77740740,483671
1609372800000,2020-12-31 00:00:00,ETH/USDT,752.17000000,755.74000000,722.00000000,736.42000000,863375.57981000,638503822.39406460,623216
1609286400000,2020-12-30 00:00:00,ETH/USDT,732.00000000,758.74000000,716.62000000,752.17000000,1008574.09906000,743546676.75446260,692405
1609200000000,2020-12-29 00:00:00,ETH/USDT,730.40000000,740.78000000,689.20000000,732.00000000,1106876.35855000,794643540.49012380,820504
1609113600000,2020-12-28 00:00:00,ETH/USDT,685.10000000,748.09000000,681.04000000,730.41000000,1627154.39266000,1180438285.48840650,961277
1609027200000,2020-12-27 00:00:00,ETH/USDT,637.44000000,717.13000000,625.00000000,685.11000000,1859968.15029000,1247547956.82394360,1047001
1608940800000,2020-12-26 00:00:00,ETH/USDT,626.78000000,652.91000000,615.26000000,637.44000000,958585.50647000,607664782.01089470,541191
1608854400000,2020-12-25 00:00:00,ETH/USDT,612.31000000,634.24000000,604.28000000,626.82000000,798009.62915000,494089140.85723270,468979
1608768000000,2020-12-24 00:00:00,ETH/USDT,585.48000000,615.02000000,565.43000000,612.31000000,886335.86333000,519843556.98166310,571510
1608681600000,2020-12-23 00:00:00,ETH/USDT,636.41000000,638.44000000,551.28000000,585.56000000,1208807.36518000,733443630.36561180,733896
1608595200000,2020-12-22 00:00:00,ETH/USDT,607.68000000,637.73000000,588.00000000,636.45000000,918851.25654000,563872004.63349170,522945
1608508800000,2020-12-21 00:00:00,ETH/USDT,638.10000000,648.00000000,595.90000000,607.58000000,843251.16565000,524208673.90862380,521589
1608422400000,2020-12-20 00:00:00,ETH/USDT,658.05000000,661.39000000,621.01000000,638.18000000,823958.22843000,533109285.65194770,505181
